Time,SetPointAngle,SensorAngleRow,SensorAngleWidth,Angle,IntegralAngle,DeltaAngle,BaseSpeed,SetPointError,SensorErrorRow,SensorErrorWidth,Error,IntegralError,DeltaError,DeltaSpeed,LeftSpeed,RightSpeed,X,Y,Z,Roll,Pitch,Yaw
0.032,0,4,1,0.5729386976839008,0.5729386976839008,0.5729386976839008,6.223655143819362,160,9,1,0,0,0,0.0,6.223655143819362,6.223655143819362,-0.561500000000001,0.12999999999999848,-6.397066024614768e-05,-4.362072260548527e-07,1.0325598529030157e-07,9.779364405955523
0.064,0,4,1,0.5729386976839008,1.1458773953678016,0.0,6.223655143819362,160,9,1,0,0,0,0.0,6.223655143819362,6.223655143819362,-0.561499995941924,0.12601891272907156,-1.545508398432746e-05,4.674075626099397,9.01849169657453e-08,9.556768136423775
0.096,0,4,1,0.5729386976839008,1.7188160930517025,0.0,6.223655143819362,160,9,1,0,0,0,0.0,6.223655143819362,6.223655143819362,-0.5614999934022586,0.1220341735390103,-6.069493200353687e-05,0.394371146236878,-2.3436899510476276e-06,9.680315405343517
0.128,0,4,1,0.5729386976839008,2.2917547907356033,0.0,6.223655143819362,160,9,1,0,0,0,0.0,6.223655143819362,6.223655143819362,-0.5614999888784463,0.11805072691580347,-7.870573180208777e-05,-0.02707901763251379,1.2668505381573682e-06,9.865686468432077
0.16,0,4,1,0.5729386976839008,2.864693488419504,0.0,6.223655143819362,160,9,1,0,0,0,0.0,6.223655143819362,6.223655143819362,-0.5614999861224291,0.11406774835847944,-7.098061824792855e-05,0.1804185225963832,-2.330863410098286e-06,9.84822289153363
0.192,0,4,1,0.5729386976839008,3.4376321861034045,0.0,6.223655143819362,160,9,1,0,0,0,0.0,6.223655143819362,6.223655143819362,-0.5614999834599709,0.11008471777727626,-7.066025240425045e-05,0.08017797788331367,-8.234207780326598e-07,9.794654724044497
0.224,0,4,1,0.5729386976839008,4.010570883787305,0.0,6.223655143819362,160,9,1,0,0,0,0.0,6.223655143819362,6.223655143819362,-0.5614999786872467,0.10610164179050773,-7.007613555200243e-05,-0.02494713467471473,1.468403030551185e-06,9.81678684761052
0.256,0,4,1,0.5729386976839008,4.583509581471206,0.0,6.223655143819362,160,9,1,0,0,0,0.0,6.223655143819362,6.223655143819362,-0.561499975811511,0.10211855986203505,-6.841657362115748e-05,-0.02345996477647685,-2.306278302703813e-06,9.79101847029174
0.28800000000000003,0,4,1,0.5729386976839008,5.156448279155106,0.0,6.223655143819362,160,9,1,0,0,0,0.0,6.223655143819362,6.223655143819362,-0.5614999713151633,0.09813546357363219,-6.752753712560913e-05,-0.020228800615568875,1.216779546187997e-06,9.78938607192019
0.32,0,4,1,0.5729386976839008,5.729386976839007,0.0,6.223655143819362,160,9,1,0,0,0,0.0,6.223655143819362,6.223655143819362,-0.5614999669143085,0.09415235869426168,-6.68223001060158e-05,-0.01601712749056432,-3.875820020824316e-07,9.775790897589186
0.352,0,4,1,0.5729386976839008,6.3023256745229075,0.0,6.223655143819362,160,9,1,0,0,0,0.0,6.223655143819362,6.223655143819362,-0.5614999625879544,0.09016924694127548,-6.626002939781779e-05,-0.01076337064776607,-3.137769294318043e-07,9.859677117099917
0.384,0,4,1,0.5729386976839008,6.875264372206808,0.0,6.223655143819362,160,9,1,0,0,0,0.0,6.223655143819362,6.223655143819362,-0.5614999583192479,0.08618612969043662,-6.580830049945224e-05,-0.004859084134421577,-2.5212457707460623e-07,9.80354623924211
0.41600000000000004,0,4,1,0.5729386976839008,7.448203069890709,0.0,6.223655143819362,160,9,1,0,0,0,0.0,6.223655143819362,6.223655143819362,-0.5614999540947456,0.0822030080452136,-6.544163348973751e-05,0.0013415013286583372,-2.0512242480469427e-07,9.8782324220021
0.448,0,4,1,0.5729386976839008,8.02114176757461,0.0,6.223655143819362,160,9,1,0,0,0,0.0,6.223655143819362,6.223655143819362,-0.5614999499037842,0.07821988289029683,-6.514089461762303e-05,0.007442054839231929,-1.6818110962218587e-07,9.752580704578232
0.48,0,4,1,0.5729386976839008,8.59408046525851,0.0,6.223655143819362,160,9,1,0,0,0,0.0,6.223655143819362,6.223655143819362,-0.5614999457379798,0.07423675493297761,-6.48925248452354e-05,0.013010869921258978,-1.3852032680260426e-07,9.7357467313137
0.512,0,4,1,0.5729386976839008,9.167019162942411,0.0,6.223655143819362,160,9,1,0,0,0,0.0,6.223655143819362,6.223655143819362,-0.5614999415908234,0.07025362473597936,-6.468751169763642e-05,0.018049855348535065,-1.1460812798465964e-07,9.744617572888684
0.544,0,4,1,0.5729386976839008,9.739957860626312,0.0,6.223655143819362,160,9,1,0,0,0,0.0,6.223655143819362,6.223655143819362,-0.5614999378063316,0.06627049332944582,-6.451956346104071e-05,0.017261509415756167,-4.2940709758288534e-07,9.852024361644697
0.5760000000000001,0,4,1,0.5729386976839008,10.312896558310213,0.0,6.223655143819362,160,9,1,0,0,0,0.0,6.223655143819362,6.223655143819362,-0.5614999335813697,0.06228735978251293,-6.440785609612004e-05,0.015464818781913312,3.6710911251394573e-07,9.813970958752721
0.608,0,4,1,0.5729386976839008,10.885835255994113,0.0,6.223655143819362,160,9,1,0,0,0,0.0,6.223655143819362,6.223655143819362,-0.5614999293803283,0.05830422508234901,-6.432172948475645e-05,0.012781050788707634,-7.347511910661749e-08,9.84549551539015
0.64,0,4,1,0.5729386976839008,11.458773953678014,0.0,6.223655143819362,160,9,1,0,0,0,0.0,6.223655143819362,6.223655143819362,-0.5614999251984978,0.05432108945801898,-6.425455953353205e-05,0.009305506189964218,-5.886305231903345e-08,9.802249349910628
0.672,0,4,1,0.5729386976839008,12.031712651361914,0.0,6.223655143819362,160,9,1,0,0,0,0.0,6.223655143819362,6.223655143819362,-0.5614999210322899,0.05033795309259531,-6.420067083937574e-05,0.005277037513746661,-4.531166065930457e-08,9.78906264526867
0.704,0,4,1,0.5729386976839008,12.604651349045815,0.0,6.223655143819362,160,9,1,0,0,0,0.0,6.223655143819362,6.223655143819362,-0.5614999168790493,0.04635481613190076,-6.415556030784503e-05,0.0009503588996792169,-3.437352315922581e-08,9.826781518224548
0.736,0,4,1,0.5729386976839008,13.177590046729716,0.0,6.223655143819362,160,9,1,0,0,0,0.0,6.223655143819362,6.223655143819362,-0.5614999127368743,0.042371678692074664,-6.411609689553621e-05,-0.0034312461016830884,-2.4062940078563367e-08,9.793391461583424
